loan_id,status,dependants,loan_usage
e648e501e4,loan,2,Otros
1dfc287202,paid,3,Educacion
3c9e5cccae,paid,0,Personal
414ce9d62b,paid,2,Inversion
98b7f64aec,paid,1,Educacion
a0316b1aad,loan,0,Otros
b794a6dd77,loan,0,Otros
101ead5c99,paid,2,Otros
1be22e8e82,paid,3,Otros
29d70ceef7,paid,0,Otros
2ac50af92f,paid,1,Inversion
2ba64779b1,paid,3,Otros
6c1a86b654,loan,0,Otros
722c1c91c5,paid,1,Otros
7a633bf928,loan,0,Otros
829c3442ef,paid,0,Inversion
87324727bd,paid,2,Inversion
8f7893748c,paid,0,Otros
dc3c2ad175,paid,1,Inversion
e5f4e80fc3,paid,0,Otros
0752f6be7d,paid,0,Educacion
0b143b2478,loan,0,Inversion
0d76093785,loan,1,Otros
1706c0c37a,paid,3,Inversion
1f99675fd3,paid,1,Otros
340be3a052,loan,0,Otros
40a281afe3,paid,0,Personal
5bee2e3682,paid,0,Inversion
5cfe1081ed,paid,3,Educacion
6b1ed0951f,paid,0,Otros
79abc39a04,paid,3,Educacion
b27fbed94f,paid,2,Personal
c6cb3b055f,paid,3,Otros
e35cbadc5c,loan,0,Otros
eab708f14a,paid,0,Otros
186d0373b5,paid,2,Inversion
353b5ad917,paid,0,Otros
58417447ea,loan,1,Otros
7099ce58ff,paid,0,Otros
91d688beab,loan,2,Otros
9bd468143d,paid,1,Otros
b6b5266eae,paid,0,Inversion
bc3124866e,paid,2,Educacion
e8d61be55c,paid,0,Inversion
12b6f87c1c,paid,0,Inversion
2a7fb529ac,paid,3,Personal
30912b1b49,paid,0,Otros
3a0948229f,paid,0,Personal
4909a7cf4e,paid,0,Otros
521850d180,paid,0,Inversion
54f6a11ce4,paid,2,Educacion
95538a276d,loan,0,Otros
ae223d099f,paid,0,Inversion
fb31448b24,paid,0,Otros
162f0a99b2,paid,1,Otros
5c6bb66d2c,paid,1,Inversion
827708726f,paid,0,Inversion
89f08b7bbd,loan,0,Inversion
9a48736aad,loan,0,Otros
a2668fa811,paid,2,Educacion
a9c84ebd7a,paid,3,Educacion
d1133f0421,loan,0,Otros
e6ea62693e,paid,1,Educacion
e77cdb1c47,paid,3,Educacion
42fba0ef71,loan,2,Otros
61cd2a8e53,loan,1,Otros
76a7fc9f1e,paid,0,Educacion
7c83ea759d,paid,1,Otros
8f59fb3eaf,paid,2,Otros
a0ea35478b,paid,0,Otros
adaa49b4d8,paid,3,Otros
d11fb71c9d,paid,3,Educacion
e416281b22,paid,3,Otros
e8659b0e88,paid,1,Inversion
29bf850fb0,loan,0,Otros
2caae972d5,paid,0,Inversion
3c0e6459d4,paid,3,Otros
9690706dba,paid,1,Inversion
c38d4900b1,paid,0,Inversion
d1ba89968c,paid,0,Educacion
d38e997182,paid,0,Inversion
e22d2a5f39,loan,3,Otros
e915c78d8e,paid,0,Inversion
ee841efeec,paid,2,Educacion
f0209b0869,loan,0,Otros
25c35c2c39,paid,0,Personal
2612d6417c,paid,0,Personal
5770e0d727,loan,1,Otros
954af069c0,paid,1,Otros
adb24be979,paid,1,Personal
db46e6b8a7,loan,0,Inversion
fc6c7ed986,paid,1,Educacion
d336f10848,paid,2,Otros
f225232222,paid,3,Educacion
08b8fcfed1,paid,2,Inversion
23174665f0,paid,2,Otros
28210362cd,paid,0,Otros
362723b27c,paid,0,Otros
5f164bd412,paid,0,Personal
2f66fcf1f6,paid,0,Inversion
c3031c96d7,paid,0,Personal
fbdc2681f4,paid,1,Educacion
94b7e08be1,paid,0,Otros
e8b62a49b7,paid,3,Educacion
52b38e7350,loan,2,Otros
dd86861b5e,paid,0,Otros
41d2d8f38c,paid,0,Otros
355698b92e,paid,0,Otros
71edcc7bf5,paid,0,Otros
b59021421f,paid,0,Otros
c3f05db394,paid,1,Otros
c5015d4640,paid,3,Otros
15fcb04d7f,paid,1,Otros
913634ca4f,loan,0,Otros
cecffc56cf,loan,3,Otros
f05ff67d61,paid,1,Otros
f2f6188353,paid,1,Inversion
050105cdd8,loan,1,Otros
0ed9279f88,paid,0,Inversion
0f068e6eff,paid,0,Otros
1656b27e9a,paid,0,Personal
376f9e719b,paid,1,Educacion
6196203a62,paid,1,Inversion
65190fa2e6,paid,0,Inversion
84dedfbb54,paid,1,Otros
855fd675d5,paid,0,Otros
b218167745,paid,2,Otros
b92906ad3e,paid,1,Personal
b9c275bce0,paid,0,Personal
f67a2071b0,loan,0,Otros
00c501f119,paid,3,Personal
087f58ce0d,paid,0,Educacion
0cea0f85a7,paid,1,Personal
2a4c9a1fb2,loan,0,Otros
4537c4dec4,paid,0,Inversion
6494279df5,paid,0,Personal
8e4fe8be97,paid,1,Personal
9135cb9b1d,paid,3,Otros
9dd7b5a211,paid,0,Inversion
9fd64b234b,paid,0,Educacion
b60dff103c,paid,0,Educacion
d70699b109,paid,1,Inversion
189dbbbb48,loan,0,Otros
1a83c37aa8,paid,3,Otros
37539bb2ff,paid,2,Educacion
4b9a0ccb2f,loan,1,Otros
51293ce885,paid,2,Otros
5222ce9f12,paid,1,Otros
629b387e30,paid,1,Otros
657632b407,paid,0,Educacion
8d8700a1d2,paid,0,Personal
9.86E+16,loan,0,Otros
ccf35f73f4,paid,1,Inversion
e56bf74b02,paid,0,Otros
00a4ca9f0e,paid,0,Personal
07f7f8fc23,paid,0,Educacion
2ae3c1f50d,paid,1,Inversion
41a114d114,paid,0,Otros
4401c68702,paid,3,Otros
64b33a3499,loan,0,Inversion
71b0d6e33f,paid,0,Otros
76fa8c1cf0,paid,0,Educacion
79c4dde2a3,paid,2,Inversion
81fbf1538f,paid,0,Personal
d014bafabc,paid,0,Personal
dcf3937406,paid,0,Educacion
ec87b4b9c2,paid,0,Personal
ff67e98f2f,paid,2,Otros
3a389da4d6,paid,0,Personal
812d15b9ca,paid,0,Personal
9455f0cf7a,paid,0,Inversion
b055d3fcac,paid,3,Educacion
e111326c87,paid,0,Inversion
030243447c,paid,0,Otros
091d47d7cf,loan,0,Otros
0b39f0ff2d,paid,0,Inversion
0e8d8dffea,loan,1,Otros
21cf44b2ea,paid,1,Inversion
8ca6a701eb,paid,2,Inversion
94c0f1f97c,paid,1,Otros
af2faf68a4,paid,1,Otros
c1412288db,paid,3,Educacion
d55ed2a8e9,paid,0,Educacion
df635a6133,paid,3,Educacion
ec474a2a69,paid,0,Educacion
f572cb143c,paid,0,Inversion
f85f3d697d,paid,1,Educacion
fd0c4b4f24,paid,0,Otros
3be444bfbb,paid,0,Otros
6bd030ceff,paid,1,Otros
7b39e33820,paid,2,Personal
ef2f3a151c,paid,0,Otros
f6201b7dee,loan,2,Inversion
f7484dd01e,loan,0,Educacion
0f75619e47,paid,2,Personal
53b6d4fcf6,paid,1,Inversion
89b77bdd85,loan,0,Educacion
8a806586c6,paid,0,Otros
8cc806da60,paid,0,Educacion
9a8cc36d5a,paid,1,Educacion
a0d2cffd4d,paid,0,Inversion
a7a547dd79,paid,0,Otros
d80080895c,paid,2,Educacion
e85abfffbe,paid,0,Otros
ed6d7302ab,paid,0,Otros
eeb1599df1,paid,0,Otros
1003dc4753,paid,1,Personal
237b858b4c,paid,1,Personal
284e241d21,paid,2,Personal
3db2d48042,paid,0,Educacion
48ed5e2a82,paid,0,Personal
5fb17711b5,paid,0,Educacion
6451bdb4a9,paid,0,Inversion
75018c87a7,paid,1,Otros
7c5828ad41,paid,0,Otros
86c861c3db,paid,1,Educacion
9cc81229fb,paid,0,Educacion
c992489627,loan,1,Inversion
d21bb15e98,paid,1,Educacion
d6c25d2d83,loan,3,Otros
e4e876e943,paid,3,Personal
054e8c5f93,paid,1,Otros
0c97463424,paid,0,Educacion
12b4b4aa73,paid,1,Otros
527858142e,paid,1,Inversion
9d0aaa6927,paid,2,Educacion
9db08d5e41,paid,1,Personal
eab40d7539,paid,0,Inversion
f50d3c1451,paid,3,Otros
26f09bc6c0,loan,0,Otros
3e3e8c2788,loan,0,Educacion
6c98ec2cbb,loan,0,Inversion
bb609b5dee,loan,0,Educacion
012b3539f0,paid,2,Otros
1ec0d8a6b2,loan,1,Otros
4671622361,paid,0,Educacion
4800657aa4,loan,0,Educacion
5aff34bb2c,paid,0,Educacion
628eb6d802,paid,1,Inversion
852b26a155,loan,1,Inversion
472222830,paid,1,Otros
05be1a990b,paid,1,Personal
0b612d7037,paid,1,Educacion
5d44ccebc3,paid,0,Personal
83e448e4c4,paid,2,Personal
89cc1fa07e,paid,0,Otros
9487a56c39,paid,0,Otros
9fe02589db,paid,2,Personal
bd338834b3,paid,2,Inversion
c526b6e59f,paid,0,Inversion
d1f0ad49b1,paid,0,Educacion
e8e4a198ae,loan,0,Otros
13d32e1863,paid,0,Otros
161e67bf5b,paid,2,Inversion
23d1250265,paid,0,Personal
25434d7395,loan,0,Otros
49146c1563,paid,2,Educacion
4bdc95dffe,paid,1,Inversion
8adf3ff811,paid,1,Otros
239f6f5800,paid,0,Personal
246406705f,paid,0,Personal
30bf3be719,paid,3,Otros
4cfbdf02b4,paid,1,Inversion
5413d7c6f5,paid,3,Personal
89fbff45cb,paid,2,Educacion
978d2d4421,paid,0,Inversion
9919ae0c90,loan,0,Otros
c1e0e2c081,paid,0,Educacion
e426dd55b9,paid,0,Inversion
fbc7175ef5,paid,1,Inversion
08619249be,paid,0,Otros
27deb898aa,paid,1,Inversion
416fa05300,paid,0,Educacion
42f86b8bd6,paid,0,Educacion
4ff73b59f4,loan,3,Otros
5905702256,loan,0,Educacion
60b893ff21,paid,0,Educacion
8daac028d4,paid,0,Educacion
e8d776a924,paid,1,Educacion
fc0c4c49e5,paid,0,Otros
0681b79ced,paid,0,Educacion
06de607640,paid,0,Inversion
2a76f43974,paid,0,Otros
3846cdd978,paid,0,Inversion
62df6c3be5,paid,0,Inversion
6513284ca7,paid,0,Educacion
738ee97d63,paid,0,Personal
8324df8d03,paid,2,Personal
852d798a97,paid,0,Educacion
90bfa6af94,paid,0,Otros
9bb3db968b,paid,3,Inversion
ac56cef828,paid,2,Educacion
ad14072248,paid,0,Educacion
b7f45a0835,paid,0,Educacion
bd2a582f7c,loan,0,Educacion
c205bf748b,paid,0,Educacion
c294bb0452,paid,2,Inversion
cc1f27d766,paid,1,Educacion
d8ecae24e8,paid,0,Educacion
e57f2bc74b,paid,0,Otros
ea47d9a0f5,paid,3,Educacion
f133a93a36,paid,0,Educacion
f949ca4062,paid,0,Educacion
fc479e24b0,paid,2,Otros
06a4d7e678,loan,0,Otros
0c6e9e4fdd,paid,2,Otros
13cc9fe21e,paid,2,Otros
14cb60f43e,paid,1,Inversion
176394843a,paid,0,Otros
17b3e72f6e,paid,2,Educacion
2024baeeb1,paid,0,Educacion
253b4678f4,paid,0,Otros
28235e8719,paid,0,Personal
2a46705312,paid,0,Personal
2ccd006ff3,paid,0,Personal
2e499c57c0,paid,0,Educacion
35246c6c57,paid,0,Educacion
358444ced6,loan,2,Inversion
3cf813fd1e,paid,3,Inversion
41bb19228f,paid,0,Educacion
449b2f7749,paid,2,Educacion
44f9f03bc0,paid,0,Personal
456e356259,paid,0,Otros
4928952114,paid,0,Inversion
49e3328711,paid,0,Otros
4e3f40c63c,paid,2,Otros
4f9c9958fe,paid,0,Personal
52b474d6bf,loan,3,Otros
531c07aefb,paid,1,Personal
54d6ba245e,paid,2,Educacion
56d436a15d,paid,3,Inversion
56dbecccc5,paid,1,Personal
58338104d1,loan,2,Otros
5ea84c50a0,paid,0,Educacion
63fccf1a13,paid,0,Educacion
65fac7521b,paid,0,Inversion
69ab965156,paid,3,Educacion
6b5d146146,paid,3,Educacion
7224f3af36,paid,1,Educacion
727254e5f0,paid,1,Otros
73fb7bee88,paid,1,Inversion
744c19511f,paid,0,Personal
75a87ce310,paid,0,Educacion
7a037afab6,paid,0,Personal
7ae083faa1,loan,1,Personal
7ecb59aca5,paid,0,Personal
8255a6bdab,paid,1,Otros
8b6bceee13,loan,0,Educacion
8dce7d64a9,loan,0,Personal
8ebb4287e8,paid,3,Educacion
99d48933a0,loan,0,Otros
a496540c94,paid,1,Inversion
a5cb4b36bb,paid,0,Otros
a629796a25,paid,0,Educacion
a77ce1d2a6,paid,1,Educacion
a838a8db1c,paid,1,Educacion
a8e9802167,paid,2,Inversion
ab2c1836f5,paid,0,Inversion
af9cc11b88,loan,0,Inversion
b1aec08dfb,paid,1,Personal
b58f03f9b4,paid,2,Educacion
b6001d41ac,paid,1,Educacion
baa9985be3,loan,0,Educacion
bd1afc5cf4,paid,1,Personal
c226daf04b,paid,0,Inversion
c62a6450a5,paid,1,Personal
c66586d7a5,paid,1,Educacion
ca152243db,paid,1,Otros
ca88b64df9,paid,1,Educacion
cd819cf23c,paid,0,Otros
d1f0b7d421,paid,1,Personal
d9079741f2,paid,0,Otros
de298dd9e3,loan,0,Otros
e0423dd20e,paid,1,Educacion
e0abb324e5,paid,0,Educacion
e614c4eaa9,paid,1,Inversion
f05af338a8,paid,3,Otros
f101ef8d7b,paid,0,Inversion
f48e47766f,paid,0,Inversion
f61d24d43b,paid,0,Inversion
f66de8db65,paid,1,Otros
f7314f3bb0,loan,2,Otros
f9f3d2a91c,paid,3,Educacion
fb0c9510a2,paid,0,Personal
fd443909ad,paid,0,Personal
ffe6f5cd6d,paid,2,Otros
020bd87c25,paid,0,Personal
08eaa7cc65,loan,3,Inversion
0aea541bf9,paid,2,Personal
0b4729e6b2,paid,2,Educacion
0e82c21070,loan,0,Otros
10dc9d57f2,paid,2,Educacion
13e770031d,paid,0,Inversion
14bc0668ca,paid,0,Inversion
14ce0b3ba6,paid,0,Personal
20cc169547,paid,0,Educacion
237277ee70,paid,0,Educacion
237dc76841,paid,1,Personal
244e9f5de9,paid,3,Inversion
245f54547d,paid,0,Otros
26b50b0f0d,paid,0,Personal
2877771902,paid,0,Educacion
28ed33c692,paid,0,Otros
2e7a3d57dd,loan,0,Otros
321f4b4c9e,paid,1,Educacion
33bc110769,paid,0,Inversion
367af9c9f8,paid,1,Educacion
38ce7c6447,paid,0,Personal
393a24a95b,loan,0,Inversion
3a2565897f,paid,3,Educacion
3b90516060,paid,3,Educacion
3bd23346e9,loan,0,Otros
3ca5951b7f,paid,0,Educacion
3ecdc0848c,paid,0,Otros
45cbc4b8cb,paid,0,Inversion
484a946fcd,paid,0,Inversion
4946591135,paid,3,Educacion
4d75de2406,paid,0,Otros
50a3efaf97,paid,0,Otros
50b7f3a9f1,paid,0,Inversion
51203288c6,paid,1,Otros
52bd087934,paid,0,Inversion
5397c1462c,paid,3,Educacion
542f9dd510,paid,0,Otros
54ba1a27ef,loan,1,Inversion
5749e3e10f,paid,0,Otros
57806d8262,paid,2,Otros
5dc4dc0833,paid,0,Inversion
5efedc7900,paid,0,Educacion
6202c45d7c,paid,1,Inversion
66529a3e2a,paid,1,Inversion
674949ad99,paid,1,Inversion
6bd45a8c89,paid,0,Educacion
6d8dff7534,loan,2,Otros
6e645ae621,paid,1,Educacion
7034c7a3a0,paid,1,Educacion
71c488c0ed,paid,2,Inversion
763f4baa89,paid,2,Educacion
7b29d9bf77,paid,2,Educacion
7d8b78c0cb,loan,3,Inversion
7dae2092eb,paid,1,Educacion
7e29a749b3,paid,1,Educacion
832ab6993a,paid,0,Otros
84b43fa398,paid,3,Otros
8640e6b756,loan,3,Otros
88e970d048,paid,0,Otros
8d73065ea9,paid,0,Personal
8e794ff766,paid,1,Otros
90c9039e8b,paid,0,Inversion
92ed5ab996,paid,0,Personal
966afb5226,paid,3,Otros
9960538850,loan,2,Inversion
9c3f7dc1f8,paid,0,Educacion
9e34503276,paid,3,Personal
a3ed6483a0,paid,1,Educacion
a5fc255658,paid,0,Inversion
a7ebb4728a,paid,0,Inversion
a887a05e60,paid,0,Otros
ad5c1cc03f,paid,1,Inversion
b2a4196fa9,paid,0,Inversion
b319fdae87,paid,0,Otros
b5e55cb532,loan,1,Otros
b63ff1201c,paid,1,Educacion
c3e8b51bf7,paid,2,Personal
c4e5568c7d,loan,0,Otros
c4e84f00be,paid,2,Inversion
c85e8bdc6e,paid,3,Educacion
cd0dbf4809,paid,0,Personal
cd3a3d67f2,paid,0,Educacion
d0376652ee,paid,1,Personal
d92ece6397,paid,1,Personal
d9ee2f829b,paid,0,Educacion
db09933748,loan,3,Otros
db565fc558,paid,2,Personal
dbc977e45a,paid,2,Inversion
e806b9ad51,paid,0,Otros
e9943f72e7,paid,1,Educacion
ecf8d701c4,paid,0,Otros
f3958ee971,paid,0,Otros
f651c7f093,loan,0,Otros
f84f2269d0,paid,0,Educacion
02b10ca1f6,paid,0,Personal
03aa6a3fb3,paid,0,Otros
059035841e,paid,3,Inversion
084482acaa,paid,0,Otros
09c40f52e0,paid,0,Personal
0cfb401b20,paid,0,Otros
107233d795,paid,3,Otros
1318454249,paid,0,Educacion
148a86433e,paid,0,Otros
17008ec2bd,loan,3,Inversion
1.96E+53,paid,1,Inversion
1ad2bcafb7,paid,3,Inversion
1e0862defb,paid,0,Inversion
2212d3af88,paid,2,Educacion
228ae2ce4b,paid,0,Inversion
242d892e19,paid,2,Educacion
27da394f17,paid,1,Inversion
2c719f01bc,paid,3,Inversion
480e43044b,paid,2,Educacion
48877be173,paid,0,Otros
4e304134e2,paid,1,Educacion
4e485e5414,paid,0,Otros
4f7a8a686a,paid,1,Personal
50f26dd255,paid,0,Inversion
52e4cc680f,loan,0,Educacion
541853cac4,paid,2,Inversion
5652392d4c,paid,0,Inversion
5846d40eff,paid,0,Otros
5bb732a2a8,paid,0,Educacion
5d9425173c,paid,2,Personal
6397ae2440,paid,0,Otros
6580ac78fa,loan,3,Educacion
685711e749,paid,0,Otros
6ca5acafd6,paid,3,Personal
77769ff2ba,paid,1,Educacion
785f14d163,paid,0,Inversion
7be6c6fc5d,paid,1,Otros
7c6d05be21,paid,1,Educacion
85622f25f0,paid,0,Inversion
8d07b8c846,paid,0,Otros
8ddc4423aa,paid,2,Educacion
8e23f3ffa4,paid,0,Educacion
8e2df0a993,paid,0,Inversion
8eaa2be843,paid,0,Inversion
9222737f4b,paid,1,Otros
948874e49b,paid,1,Inversion
980173e8e4,paid,1,Otros
a323fc879d,paid,0,Otros
a4f7e5ad4a,paid,0,Inversion
a511e81fc3,paid,0,Educacion
a5bc60c716,paid,1,Inversion
a7a13e5203,paid,2,Inversion
ad727ffd45,loan,1,Otros
b293d148b8,paid,0,Inversion
b2adf08a3d,paid,0,Educacion
b323418489,paid,1,Educacion
b3e6bf9d9f,paid,1,Educacion
b47801082d,paid,1,Educacion
b5e49d9445,paid,2,Educacion
b7617db5e7,paid,1,Personal
b91f1eaa2a,paid,0,Educacion
ba338310d4,paid,0,Inversion
beed6f4601,paid,1,Personal
c06d90f08b,paid,3,Inversion
c27f8d5411,loan,0,Otros
c39335e485,paid,1,Inversion
c5e8323b15,paid,3,Educacion
c78bbb53dc,paid,3,Inversion
c8158ab281,loan,0,Otros
c8b247740d,paid,1,Personal
cb2eaa54f8,paid,0,Inversion
cea55f3beb,paid,3,Inversion
cf7f3e95b1,paid,1,Personal
cfa2e2254d,paid,1,Otros
d0e3a720c6,paid,0,Personal
d11631ce3f,paid,0,Educacion
d3744137b9,paid,0,Educacion
d3b250095a,paid,0,Inversion
d452d55911,loan,0,Inversion
d5981c6156,paid,0,Educacion
d6504101df,paid,2,Educacion
db4de970da,paid,0,Inversion
db61f0d53c,loan,2,Otros
e0f02851bd,paid,3,Inversion
e196b46dd1,paid,0,Educacion
e46b3eba1c,paid,0,Inversion
e547d5b248,paid,0,Otros
e86893d6e4,paid,0,Personal
e9f39f7aac,paid,1,Personal
ecea5912d4,paid,3,Personal
ef05abfe8d,paid,0,Otros
ef36e1e14e,paid,1,Personal
f09071088c,paid,0,Otros
f2bbf624f2,paid,2,Personal
f341d4a394,paid,2,Inversion
f5337cc361,paid,1,Personal
f5f4582d80,paid,2,Otros
00aa2bb677,paid,1,Educacion
039fd9385f,paid,0,Educacion
0ae5efdd3b,paid,0,Inversion
0bbdbdacdf,paid,2,Educacion
0d90117899,loan,0,Otros
0fd1607c52,paid,1,Educacion
10e936b5b3,loan,3,Otros
13d2ec753a,paid,0,Otros
1483d2abc1,paid,0,Educacion
17de00c8d3,loan,0,Inversion
192946ff7b,paid,2,Educacion
1a114ce7e1,paid,3,Educacion
1bac205e57,paid,3,Personal
1bd366a6d0,loan,0,Educacion
1c6e98defa,paid,1,Educacion
1df11c5ee5,paid,1,Educacion
1e7671791e,paid,1,Educacion
1f1249a4a5,paid,1,Inversion
1f43c33d22,loan,0,Otros
20653fb883,paid,3,Inversion
211c351a25,paid,0,Otros
26a4f9eade,paid,0,Otros
2773d862b4,paid,0,Personal
290e36f342,paid,1,Educacion
294792718b,paid,1,Personal
2ae99bed2b,paid,0,Inversion
2c0ea32d1e,paid,1,Otros
2f7d9089a6,paid,0,Educacion
3259df57b4,loan,3,Otros
385ff2884a,paid,0,Inversion
3b92872c98,loan,0,Inversion
3e61019058,paid,2,Educacion
3f385a7c97,paid,3,Otros
3f6a7a400f,paid,0,Inversion
4300614660,loan,0,Personal
44c8e6780c,paid,3,Educacion
450de888da,paid,0,Inversion
468add6fdd,paid,1,Inversion
49fce0664f,paid,1,Otros
53b9520af1,paid,0,Educacion
5ccd51351e,paid,2,Personal
616681729d,paid,3,Personal
6178fc42f6,paid,1,Educacion
62fa991cc7,paid,0,Personal
6bd26a1415,paid,1,Otros
6c8e3efca0,paid,1,Otros
7100bdc022,paid,0,Personal
74251137fb,paid,3,Otros
7cb823f2da,paid,2,Educacion
7ed0d68f8d,paid,1,Educacion
80ee288650,paid,3,Otros
81b268b5ff,paid,2,Inversion
85d9dc9bcb,paid,1,Educacion
87c16d4927,loan,0,Inversion
884378fa61,loan,3,Inversion
8fa0e2a37f,paid,0,Educacion
90e0c6b336,paid,1,Personal
91225a260b,paid,2,Educacion
9572a6a4cd,loan,0,Otros
983b4fe2bf,paid,0,Inversion
988b45b901,paid,0,Otros
997fbfd6ba,paid,0,Inversion
9cf116bc44,paid,0,Educacion
a390000890,paid,2,Educacion
a5bc4eb8d5,paid,0,Inversion
a7c7aededd,paid,1,Educacion
a8ce11690c,paid,0,Educacion
a8e40beadd,loan,2,Educacion
aa99349575,paid,1,Otros
ad37fa1aeb,paid,0,Inversion
b0f9f1bcdd,loan,1,Otros
b1b80ed30c,paid,2,Personal
b229206ed4,paid,2,Educacion
b23838de05,paid,3,Educacion
b37cadcbc8,paid,1,Educacion
b657e5d698,paid,1,Inversion
c40b5ef89f,paid,1,Otros
c6a1e48369,loan,0,Otros
c802136750,paid,0,Inversion
c8b901fdaa,paid,0,Inversion
ca3972de81,paid,0,Educacion
caba512f21,paid,0,Otros
cbaa969e81,paid,1,Personal
d6857c8060,paid,2,Inversion
d6bfc1f2aa,paid,3,Educacion
d8ee5a8aba,paid,0,Inversion
dc63403469,paid,2,Educacion
e146b783cf,paid,1,Otros
e276ec9fba,loan,0,Otros
e2efc1d13f,loan,2,Otros
e74d45c73a,paid,0,Educacion
e9d7b39af5,paid,1,Otros
ead0213fc9,paid,0,Otros
eb95a46359,paid,0,Educacion
eddce2ef10,paid,3,Otros
ee994e385d,paid,0,Otros
effb083d3c,paid,2,Educacion
f077aaa363,paid,0,Inversion
fb2dd45049,paid,3,Educacion
0134dcc0c5,paid,1,Inversion
01b6ac9d60,loan,0,Personal
07dc663384,paid,0,Otros
0e099d113b,paid,1,Inversion
0fe45b0c68,paid,1,Educacion
15a5b37c40,paid,0,Otros
18c441454f,paid,2,Educacion
1ad44b9501,paid,3,Otros
20ccb41629,paid,0,Personal
216cb1513c,paid,0,Otros
2292cf2b11,paid,0,Personal
2346733622,paid,0,Otros
30e5f0aa31,paid,0,Inversion
331870c52e,loan,0,Otros
3418133936,paid,1,Educacion
36413c0b1f,paid,0,Educacion
3913c27dd4,paid,1,Educacion
39d706a4b4,paid,2,Otros
